1	10	0.3	-3.2436	4	2737.68	2.29287e+06
1	10	0.3	-3	4	2737.68	2.57178e+06
1	9.48721	0.3	-3.2436	4	2737.68	3.49815e+06
1	10	0.3	-3.2436	4	2737.68	3.33869e+06
1	9.97825	0.3	-3.2436	4	2737.68	1.36727e+06
1	10	0.3	-3.2436	4	2737.68	2.35213e+06
1	9.97825	0.3	-3.22764	4	2737.68	2.68898e+06
1	9.97825	0.3	-3.2436	4	2737.68	883164
1	9.97825	0.304563	-3.2436	4	2737.68	1.97486e+06
1	9.97825	0.3	-3.2436	4	2737.68	1.12735e+06
1	9.97825	0.3	-3.2436	4	2737.68	2.29515e+06
1	9.97825	0.3	-3.43015	4	2737.68	2.27742e+06
1	9.97825	0.3	-3.2436	4	2737.68	1.51541e+06
1	9.97825	0.314447	-3.2436	4	2737.68	1.55428e+06
1	9.97825	0.3	-3.2436	4	2737.68	1.14838e+06
1	9.97825	0.283504	-3.2436	4	2737.68	1.11435e+06
1	9.97825	0.3	-3.2436	4	2737.68	2.16659e+06
1	9.97825	0.2887	-3.2436	4	2737.68	3.14643e+06
1	9.97825	0.283504	-3.2436	4	2737.68	1.99705e+06
1	10.1485	0.283504	-3.2436	4	2737.68	260323
1	9.97825	0.283504	-3.2436	4	2737.68	400838
1	10.1485	0.280208	-3.2436	4	2737.68	654491
1	10.1485	0.283504	-3.2436	4	2737.68	1.97309e+06
1	8.69085	0.280208	-3.2436	4	2737.68	2.12757e+06
1	10.1485	0.280208	-3.2436	4	2737.68	1.62218e+06
1	10.1485	0.280208	-3.2436	4	2737.68	974760
1	9.14674	0.280208	-3.2436	4	2737.68	2.15489e+06
1	10.1485	0.280208	-3.2436	4	2737.68	2.73856e+06
1	9.14674	0.280208	-3.58657	4	2737.68	506747
1	9.14674	0.280208	-3.2436	4	2737.68	627561
1	9.14674	0.278495	-3.58657	4	2737.68	653161
1	9.14674	0.280208	-3.58657	4	2737.68	1.38877e+06
1	9.14674	0.252419	-3.58657	4	2737.68	1.19896e+06
1	9.14674	0.278495	-3.58657	4	2737.68	2.39312e+06
1	8.00435	0.252419	-3.58657	4	2737.68	2.28141e+06
1	9.14674	0.252419	-3.58657	4	2737.68	722773
1	9.14674	0.222086	-3.58657	4	2737.68	1.46963e+06
1	9.14674	0.252419	-3.58657	4	2737.68	1.08417e+06
1	8.16838	0.252419	-3.58657	4	2737.68	1.08445e+06
1	9.14674	0.252419	-3.58657	4	2737.68	679684
1	9.14674	0.252419	-3.22197	4	2737.68	837633
1	9.14674	0.252419	-3.58657	4	2737.68	1.08417e+06
1	9.14674	0.252419	-3.41497	4	2737.68	1.90857e+06
1	9.14674	0.252419	-3.22197	4	2737.68	1.08039e+06
1	9.14674	0.219347	-3.22197	4	2737.68	1.00466e+06
1	9.14674	0.252419	-3.22197	4	2737.68	577900
1	9.65872	0.252419	-3.22197	4	2737.68	1.11052e+06
1	9.14674	0.252419	-3.22197	4	2737.68	1.06022e+06
1	10.2819	0.252419	-3.22197	4	2737.68	2.559e+06
1	9.14674	0.252419	-3.22197	4	2737.68	767420
1	9.11641	0.252419	-3.22197	4	2737.68	1.3976e+06
1	9.14674	0.252419	-3.22197	4	2737.68	1.43279e+06
1	9.11641	0.252419	-3.69668	4	2737.68	2.57662e+06
1	9.11641	0.252419	-3.22197	4	2737.68	1.33657e+06
1	9.27125	0.252419	-3.22197	4	2737.68	576426
1	9.11641	0.252419	-3.22197	4	2737.68	573329
1	9.11641	0.252419	-2.86775	4	2737.68	1.92332e+06
1	9.11641	0.252419	-3.22197	4	2737.68	654555
1	8.64708	0.252419	-3.22197	4	2737.68	916159
1	9.11641	0.252419	-3.22197	4	2737.68	587690
